,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
110,20.7591,No Match,,,"4-Methylbenzoic acid, 2,2,2-trifluoroethyl ester",C10H9F3O2,57.8246175417225,"Benzamide, 3-methyl-N-(2-phenylethyl)-N-pentyl-",C21H27NO,55.5486680381267
111,20.7,No Match,,,"Benzaldehyde, 2-fluoro-3-hydroxy-4-methoxy-",C8H7FO3,53.7599405855734,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-methoxybenzamide,C14H10Cl2N2O4,50.4806968969095
112,20.6906,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,66.9839477125561,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,66.9839477125561,"1,1'-Biphenyl, 4-methoxy-",C13H12O,50.2023262963858
113,20.6621,"1,2-Cyclohexanedicarboxylic acid, butyl 4-octyl ester",C20H36O4,50.9215123325935,"D-Alanine, N-(2,6-difluoro-3-methylbenzoyl)-, hexyl ester",C17H23F2NO3,54.539748323213,"D-Alanine, N-(2,6-difluoro-3-methylbenzoyl)-, isobutyl ester",C15H19F2NO3,50.268638410157
114,20.6341,"Benzene, (1-methylnonyl)-",C16H26,59.6528217815817,"4-Methylbenzylamine, N,N-dihexyl-",C20H35N,61.0994253481916,"4-Methylbenzylamine, N,N-dihexyl-",C20H35N,54.2114916300445
115,20.5912,No Match,,,"Dimethyl-1,8-naphthalenedioxysilane",C12H12O2Si,51.2210827432418,"Dimethyl-1,8-naphthalenedioxysilane",C12H12O2Si,51.2210827432418
116,20.5683,"Hexadecane, 2-methyl-",C17H36,71.3535497281014,"Hexadecane, 2-methyl-",C17H36,71.3535497281014,"Eicosane, 1-iodo-",C20H41I,56.339048558212
117,20.5078,No Match,,,"D-Alanine, N-(2,6-difluoro-3-methylbenzoyl)-, isobutyl ester",C15H19F2NO3,66.8383838194923,"D-Alanine, N-(2,6-difluoro-3-methylbenzoyl)-, hexyl ester",C17H23F2NO3,59.747465296895
118,20.4639,"3,5-Dihydroxy-4'-methoxydiphenyl",C13H12O3,56.4189972931563,"2,6-Pyrazinedicarbonitrile, 3-amino-5-(diethylamino)-",C10H12N6,60.4337058321598,"1H-Inden-1-one, 5-(1,1-dimethylethyl)-2,3-dihydro-3,3-dimethyl-",C15H20O,51.1224776448465
119,20.4467,"Butane, 2,3-dimethyl-2,3-di-(2,2'-naphthyl)-",C26H26,60.8341440941701,"Phenol, 2-chloro-4-(1,1-dimethylpropyl)-",C11H15ClO,61.488070102836,2-(3-Methylbutyl)-5-phenylpyridine,C16H19N,50.6634960886377
120,20.4162,"Benzene, 1,2,4-trimethyl-",C9H12,64.8288686981755,"Benzenamine, N-methyl-N-n-octyl-",C15H25N,69.6031188597555,"Glutaric acid, monoamide, N-(4-methylbenzyl)-, isobutyl ester",C17H25NO3,53.0751328077842
121,20.3237,No Match,,,"D-Alanine, N-(2,6-difluoro-3-methylbenzoyl)-, isobutyl ester",C15H19F2NO3,61.4547062265992,"2,6-Difluoro-3-methylbenzoic acid, 2,3-dichlorophenyl ester",C14H8Cl2F2O2,53.0078130226239
122,20.2901,"1,1'-Biphenyl, 4-methoxy-",C13H12O,55.3220857361117,"1,1'-Biphenyl, 4-methoxy-",C13H12O,55.3220857361117,"1,1'-Biphenyl, 2-methoxy-",C13H12O,50.3366734990696
123,20.2326503262197,No Match,,,"Aluminum, tetraethylbis(.mu.-methylaminato)di-",C10H28Al2N2,53.640290269936,"Aluminum, tetraethylbis(.mu.-methylaminato)di-",C10H28Al2N2,53.640290269936
124,20.2212,"Naphthalene, 2-(1-methylethyl)-",C13H14,75.8634794363522,"Naphthalene, 2-(1-methylethyl)-",C13H14,75.8634794363522,"Naphthalene, 2,3,6-trimethyl-",C13H14,57.9902865217522
125,20.0898,"Naphthalene, 2-methyl-1-propyl-",C14H16,53.1158336657575,"4-Methyl-2-oxo-1,2-dihydro-3-quinolinecarbonitrile",C11H8N2O,58.6603116317616,2-Dibenzofuranol,C12H8O2,50.3234069380024
126,20.058,No Match,,,"Succinic acid, naphth-2-ylmethyl 2,3,4-trifluorophenyl ester",C21H15F3O4,60.3919050668654,"4-(2,6-Difluorobenzoyl)-3-phenyl-5-isoxazolone",C16H9F2NO3,51.4103783376405
127,20.0316,3-Ethyl-3-methylheptane,C10H22,75.455574984011,"Sulfurous acid, 2-ethylhexyl hexyl ester",C14H30O3S,79.8129954798501,"Undecane, 3-methyl-",C12H26,70.6365885048089
128,20.0219,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,61.5976788960461,"1-(2,3-Dimethyl-phenyl)-pyrrolidin-2-ylideneamine",C12H16N2,61.6220143858881,"1-(2,3-Dimethyl-phenyl)-pyrrolidin-2-ylideneamine",C12H16N2,50.5181823526472
129,19.9627,No Match,,,"Benzamide, 2-[(cyclopentylcarbonyl)amino]-N-[3-(trifluoromethyl)phenyl]-",C20H19F3N2O2,51.9492490816865,"Cyclopentanecarboxamide, N-benzyl-N-phenethyl-",C21H25NO,51.2143298324056
130,19.9479,"Nonane, 5-(2-methylpropyl)-",C13H28,76.6194133752959,"Nonane, 5-(2-methylpropyl)-",C13H28,76.6194133752959,"Heptane, 2,2,3,3,5,6,6-heptamethyl-",C14H30,60.8543219910938
131,19.9225,"Naphthalene, 2-(1-methylethyl)-",C13H14,73.2523515823169,"Naphthalene, 2-(1-methylethyl)-",C13H14,73.2523515823169,"4,6,8-Trimethylazulene",C13H14,57.3856053253705
132,19.9098,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,56.2784635803561,"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-ethyl-1,3-dimethyl-5-(1-methylpropyl)-",C12H20N2O3,60.5030671131276,"Naphthalene, 1-methyl-7-(1-methylethyl)-",C14H16,56.2784635803561
133,19.8531,Hexadecane,C16H34,61.3927156410994,"Sulfurous acid, 2-ethylhexyl hexyl ester",C14H30O3S,67.1593473602435,"Sulfurous acid, 2-ethylhexyl isohexyl ester",C14H30O3S,51.3237067401428
134,19.732,No Match,,,"Hydrazine, N-(3-iodobenzoyl)-N'-(3-methylbenzoyl)-",C15H13IN2O2,57.0124692056303,"1,5-Dimethyl-2-pyrrolecarbonitrile",C7H8N2,50.1128818664571
135,19.7113,"Benzene, 1-(1,5-dimethylhexyl)-4-methyl-",C15H24,52.3990809579912,"Hydrazine, N-(3-iodobenzoyl)-N'-(3-methylbenzoyl)-",C15H13IN2O2,54.9187110895127,"Benzene, 1-(1,5-dimethylhexyl)-4-methyl-",C15H24,52.3990809579912
136,19.7045,"Naphthalene, 2,3,6-trimethyl-",C13H14,75.261658818295,"Naphthalene, 2,3,6-trimethyl-",C13H14,75.261658818295,"Naphthalene, 2,3,6-trimethyl-",C13H14,63.248650979505
137,19.5956,"1,4-Dimethyl-2-cyclopentylbenzene",C13H18,68.531794142164,"Phenol, 2-(2-pentyn-4-yl)-4-methyl-",C12H14O,73.0374162135852,"13,5-Trimethyl-2-cyclohexylbenzene",C15H22,52.5771344914938
138,19.5784,No Match,,,2-Cyano-4-phenylpentane,C12H15N,50.9290579722802,"1H-isoindole-1,3(2H)-dione, 2,2'-(1,2-ethanediyl)bis-",C18H12N2O4,50.1340388014534
139,19.5343,"Naphthalene, 1,6,7-trimethyl-",C13H14,86.6683810087282,"Naphthalene, 1,6,7-trimethyl-",C13H14,86.6683810087282,"Naphthalene, 2,3,6-trimethyl-",C13H14,74.2368613053615
140,19.5201,"Heptane, 2,2,3,3,5,6,6-heptamethyl-",C14H30,53.5742904689327,"Borane, diethyl(decyloxy)-",C14H31BO,61.0926098798257,"2,2,5,5-Tetramethyl-3-hexanone",C10H20O,53.0866585677332
141,19.4652,No Match,,,4-Methyl-N-[1-(4-methylbenzyl)-2-oxoazepan-3-yl]benzamide,C22H26N2O2,63.5655022902448,2-Methyl-N-[1-(4-methylbenzyl)-2-oxoazepan-3-yl]benzamide,C22H26N2O2,61.1455802596575
142,19.4569,No Match,,,"Benzamide, N-(2-phenylethyl)-N-(3-methylbutyl)-",C20H25NO,51.5684721201592,3-Benzoyl-2-t-butyl-4-methyl-oxazolidin-5-one,C15H19NO3,51.1595460110002
143,19.4493,"Naphthalene, 2-methyl-1-propyl-",C14H16,77.8996267938508,"Naphthalene, 2-methyl-1-propyl-",C14H16,77.8996267938508,"Phosphoric acid, diethyl nonyl ester",C13H29O4P,53.8639786790366
144,19.4313,"Tetradecane, 3-methyl-",C15H32,82.5717418127001,"Tetradecane, 3-methyl-",C15H32,82.5717418127001,"Octane, 2,7-dimethyl-",C10H22,76.2659452512267
145,19.3981,No Match,,,"Succinic acid, 2,4,6-trichlorophenyl 2-naphthylmethyl ester",C21H15Cl3O4,83.9284083412789,"Glutaric acid, naphth-2-ylmethyl 2,4-dichlorophenyl ester",C22H18Cl2O4,66.6659417706137
146,19.3563,"1-Acetyl-2,7-naphthalenediol",C12H10O3,59.5925275585297,"Pyrimidine, 4-(2-hydroxy-5-methoxyphenyl)-",C11H10N2O2,66.1222952491296,"1-Acetyl-2,7-naphthalenediol",C12H10O3,50.8991613387976
147,19.3301,"Benzene, 1,1'-(1,1,10,10-tetramethyl-1,10-decanediyl)bis[3,4-dimethyl-",C30H46,71.859709052543,"Propiophenone, 2,2',4',6'-tetramethyl-",C13H18O,74.4430376897011,"Methanone, (2,3-dihydro-5-benzofuryl)(4-morpholyl)-",C13H15NO3,69.7288441520215
148,19.2997,"Naphthalene, 1,6,7-trimethyl-",C13H14,81.8940541495308,"Naphthalene, 1,6,7-trimethyl-",C13H14,81.8940541495308,"4,6,8-Trimethylazulene",C13H14,64.5242965862887
149,19.2747,No Match,,,Ethyl 5-(difluoromethyl)-1H-pyrazole-4-carboxylate,C7H8F2N2O2,55.7215900776178,Ethyl 5-(difluoromethyl)-1H-pyrazole-4-carboxylate,C7H8F2N2O2,55.7215900776178
150,19.252,"Benzene, 1-(1,5-dimethylhexyl)-4-methyl-",C15H24,61.6152002423724,"1,2-Benzenediol, O-(4-methylbenzoyl)-O'-propoxycarbonyl-",C18H18O5,64.3692753775729,"3-Methylbenzoic acid, 2,5-dichlorophenyl ester",C14H10Cl2O2,56.3669518659417
151,19.234,"Naphthalene, 1,4,6-trimethyl-",C13H14,62.1915074044272,"2,4,6,(1H,3H,5H)-Pyrimidinetrione, 5-acetyl-",C6H6N2O4,76.5106358524753,"2,4,6,(1H,3H,5H)-Pyrimidinetrione, 5-acetyl-",C6H6N2O4,55.4733796691709
152,19.2145,"Naphthalene, 2-(1,1-dimethylethyl)-",C14H16,70.1695728080761,"1,1'-Biphenyl, 4-methoxy-",C13H12O,79.1149356131402,"1,1'-Biphenyl, 4-methoxy-",C13H12O,62.8303480121339
153,19.2039,No Match,,,"1,2-Benzenediol, O-(4-ethylbenzoyl)-O'-(2-trifluoromethylbenzoyl)-",C23H17F3O4,74.2399616176917,"1,2-Benzenediol, o-(2-bromopropionyl)-o'-(4-ethylbenzoyl)-",C18H17BrO4,57.9782557541332
154,19.1536,No Match,,,"1,3-Dimethyl-5-pylazolyl-2,4-dichlorobenzoate",C12H10Cl2N2O2,58.1342358391653,"Benzoic acid, 2,6-dichloro-, 2-acetylphenyl ester",C15H10Cl2O3,55.8762078663161
155,19.1203,"Naphthalene, 1,2-dihydro-4,5,7-trimethyl-",C13H16,70.9579696806,"Naphthalene, 1,2-dihydro-4,5,7-trimethyl-",C13H16,70.9579696806,"Naphthalene, 1,2-dihydro-2,5,8-trimethyl-",C13H16,54.5842547513717
156,19.0414,"Benzene, ethylpentamethyl-",C13H20,67.574843831899,"Benzene, ethylpentamethyl-",C13H20,67.574843831899,"3-Buten-2-one, 4-(4-methoxyphenyl)-",C11H12O2,57.3969760523225
157,18.9968,4-Ethylbiphenyl,C14H14,62.916102206071,"phosphorane, (3,5-dimethylphenyl)dimethyl-, oxide",C10H15OP,63.7127924933723,"Resorcinol, TMS derivative",C9H14O2Si,61.9172760777983
158,18.9916,No Match,,,2-Butyl-3-ethoxy-2H-indazole,C13H18N2O,55.3824403759947,"phosphorane, (3,5-dimethylphenyl)dimethyl-, oxide",C10H15OP,50.1934067723849
159,18.9712,"Naphthalene, 2-(1-methylethyl)-",C13H14,81.8505138031767,"Naphthalene, 2-(1-methylethyl)-",C13H14,81.8505138031767,"Naphthalene, 1,6,7-trimethyl-",C13H14,63.8037949521695
160,18.8674,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,78.8393824114632,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,78.8393824114632,"1,1,5,6-Tetramethyl-1,2,3,4-tetrahydronaphthalene",C14H20,64.5732433435963
161,18.7946,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,72.1816413916868,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,72.1816413916868,"Methyl (2R,3R,4S)-3-(tert-butyldimethylsilyloxy)-2,4-dimethylhexanoate",C15H32O3Si,62.2070441947937
162,18.7889,"Pentane, 3,3-dimethyl-",C7H16,57.8243332990103,"Sulfurous acid, isohexyl pentyl ester",C11H24O3S,59.33715039941,"Pentane, 3,3-dimethyl-",C7H16,57.8243332990103
163,18.7793,"Naphthalene, 1-propyl-",C13H14,65.2327919814548,"Naphthalene, 1-propyl-",C13H14,65.2327919814548,"Succinic acid, naphth-2-ylmethyl 3-fluorophenyl ester",C21H17FO4,50.3924448894517
164,18.7451,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,70.2851349058755,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,70.2851349058755,"Benzene, 1-(2,2-dimethylpropyl)-2,4,5-trimethyl-",C14H22,62.8818005482505
165,18.7071,3-[4-Hydroxyisopent-2(Z)-enyl]-4-hydroxyacetophenone,C13H16O3,67.5716146212755,3-[4-Hydroxyisopent-2(Z)-enyl]-4-hydroxyacetophenone,C13H16O3,67.5716146212755,"6-Amino-2,4-dimethyl-5-methoxyquinoline",C12H14N2O,62.4190442118176
166,18.6764,"Nonane, 5-methyl-5-propyl-",C13H28,85.0424871194672,"Nonane, 5-methyl-5-propyl-",C13H28,85.0424871194672,"Decane, 3,7-dimethyl-",C12H26,55.3352600634181
167,18.6687,"Naphthalene, 1,2-dihydro-4,5,7-trimethyl-",C13H16,82.7104426654047,"Naphthalene, 1,2-dihydro-4,5,7-trimethyl-",C13H16,82.7104426654047,"Naphthalene, 1,2-dihydro-3,6,8-trimethyl-",C13H16,71.5229474990786
168,18.6255,No Match,,,"Cycloheptasiloxane, tetradecamethyl-",C14H42O7Si7,53.2198512973631,"Benzamide, 4-butyl-N-(2-ethylphenyl)-",C19H23NO,50.3425987582006
169,18.6106,"1,3-Pentanedione, 4-methyl-1-phenyl-",C12H14O2,57.460164877426,"1,3-Pentanedione, 4-methyl-1-phenyl-",C12H14O2,57.460164877426,tert-Butylpentamethyldisiloxane,C9H24OSi2,52.5397832206998
170,18.538,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,62.7538887877206,"Benzimidazole, 4,5,6,7-tetramethyl-",C11H14N2,67.1627223368826,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,61.1274088591968
171,18.5184,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,70.8292578903344,"1,3-Benzenediol, O,O'-di(2-methylbenzoyl)-",C22H18O4,76.8644143854061,"Propanoic acid, pentafluoro-, 4-[2-[methyl(2,2,3,3,3-pentafluoro-1-oxopropyl)amino]-1-(2,2,3,3,3-pentafluoro-1-oxopropoxy)ethyl]-1,2-phenylene ester, (R)-",C21H9F20NO7,52.0369970112563
172,18.4814,"Naphthalene, 1,2,3,4-tetrahydro-2,2,5,7-tetramethyl-",C14H20,61.9581547467659,"Naphthalene, 1,2,3,4-tetrahydro-2,2,5,7-tetramethyl-",C14H20,61.9581547467659,"8-Methoxy-2,2,4-trimethyl-1,2-dihydro-quinoline",C13H17NO,51.8733753099908
173,18.4511,"Naphthalene, 2-(1-methylethyl)-",C13H14,51.0584401254522,5-Acetyl-2-thiophenecarboxylic acid,C7H6O3S,56.5056411826932,"2,5-Dimethoxythiophenol",C8H10O2S,50.0313665319639
174,18.4162,"Naphthalene, 6-(1,1-dimethylethyl)-1,2,3,4-tetrahydro-",C14H20,58.2225948142767,3-Acetylcoumarin,C11H8O3,62.6378630191864,"Quinoxaline, 2-isopropyl-, 4-oxide",C11H12N2O,51.5331309032204
175,18.4007,"Nonaneperoxoic acid, 1,1-dimethylethyl ester",C13H26O3,55.0732364162,"Nonaneperoxoic acid, 1,1-dimethylethyl ester",C13H26O3,55.0732364162,"2,5-Dibutoxy-2,5-dihydrofuran",C12H22O3,50.2979420692516
176,18.37,"Naphthalene, 2-(1-methylethyl)-",C13H14,91.9189309942914,"Naphthalene, 2-(1-methylethyl)-",C13H14,91.9189309942914,"Propiophenone, 2,2',4',6'-tetramethyl-",C13H18O,57.8658264087629
177,18.3462,"Toluene, 4-(1,1-dimethyl-2-propynyloxy)-",C12H14O,70.1448030909523,"Toluene, 4-(1,1-dimethyl-2-propynyloxy)-",C12H14O,70.1448030909523,"Phenol, 2-(2-pentyn-4-yl)-4-methyl-",C12H14O,63.8129601440984
178,18.3255,"Octane, 3,6-dimethyl-",C10H22,76.0669986765272,"5-Nonanone, 2,2,8,8-tetramethyl-",C13H26O,76.5902184039564,"Benzeneethanamine, N-(2-phenylethyl)-",C16H19N,53.1249568875735
179,18.3149,"Benzene, hexamethyl-",C12H18,68.9920947902086,"1(3H)-Isobenzofuranone, 3,3-dimethyl-",C10H10O2,74.7768861993795,6-Methoxy-3-methylbenzofuran,C10H10O2,66.973026138325
180,18.274,"Naphthalene, 6-(1,1-dimethylethyl)-1,2,3,4-tetrahydro-",C14H20,62.1973284116666,"3-Trifluoromethylbenzoic acid, cyclobutyl ester",C12H11F3O2,63.4195031703159,4'-(Trifluoromethyl)acetophenone,C9H7F3O,59.8339350240026
181,18.2648,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,77.412682713292,"Phenol, 2-(2-pentyn-4-yl)-4-methyl-",C12H14O,78.2286688671608,"Indan, 1,1,6,7-tetramethyl-",C13H18,64.2165321662058
182,18.2413,"2-Hexanone, 5-methyl-5-phenyl-",C13H18O,59.1024198793559,"Benzamide, 3-methyl-N-(2-phenylethyl)-N-propyl-",C19H23NO,63.083140989981,"1-Phenyl-2,4,5-trioxoimidazolidine",C9H6N2O3,52.2751379403907
183,18.2344,"Naphthalene, 1,2,3,4-tetrahydro-1,5,8-trimethyl-",C13H18,71.0497220575116,"Naphthalene, 1,2,3,4-tetrahydro-1,5,8-trimethyl-",C13H18,71.0497220575116,"Naphthalene, 1,2,3,4-tetrahydro-1,1,6-trimethyl-",C13H18,69.5739680871788
184,18.2286,"Tetradecane, 4-methyl-",C15H32,83.3019615195118,"Tetradecane, 4-methyl-",C15H32,83.3019615195118,"Dodecane, 1-iodo-",C12H25I,71.9720146309563
185,18.1858,"Naphthalene, 1,2-dimethyl-",C12H12,83.4862365528727,"Naphthalene, 1,2-dimethyl-",C12H12,83.4862365528727,"Naphthalene, 1,5-dimethyl-",C12H12,66.7813695387325
186,18.1658,No Match,,,(2-Aminophenyl)(pyrrolidin-1-yl)methanone,C11H14N2O,56.9186137256155,"1-(p-Tolyl)-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",C11H14N2O,51.3295576843493
187,18.1596,No Match,,,"2',4',5'-Trifluoroacetophenone",C8H5F3O,61.2403671386461,"2,4,6-Trifluorobenzoyl chloride",C7H2ClF3O,51.2638702266205
188,18.1389,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,66.9712417570997,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,66.9712417570997,"10,11-Epoxycalamenene",C15H20O,50.0242058563383
189,18.1272,6-Hydroxy-4-methylcoumarin,C10H8O3,61.6617796981924,"Benzo[b]thiophene, 2-propyl-",C11H12S,65.4468955658459,"1(3H)-Isobenzofuranone, 3,3-dimethyl-",C10H10O2,58.2731475945101
190,18.0928,"Benzene, 1-(2,2-dimethylpropyl)-2,4,5-trimethyl-",C14H22,54.8731751675521,"Diglycolic acid, di(3-methylpent-2-yl) ester",C16H30O5,62.7311166520523,"Benzamide, 3,N-diethyl-N-(2-phenylethyl)-",C19H23NO,51.4623105043592
191,18.0588,"2H-1-Benzopyran-2-one, 4,6-dimethyl-",C11H10O2,62.7680773602946,7-Amino-4-methyl-2-quinolinol,C10H10N2O,71.9677456529635,"2H-Pyrido[1,2-a]pyrimidin-2-one, 4,8-dimethyl-",C10H10N2O,50.8727562721993
192,18.0499,No Match,,,2(1H)-Quinolinethione,C9H7NS,59.9789418506777,"4-Butylbenzoic acid, 4-nitrophenyl ester",C17H17NO4,52.8309365926462
193,18.0144,"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-",C15H22,60.3516227046544,"3-Ethyl-1,2-dihydro-1-methyl-2-oxoquinoxaline",C11H12N2O,64.48217685348,"Naphthalene, 1,2,3,4-tetrahydro-5,6,7,8-tetramethyl-",C14H20,50.1141862915487
194,18.0046,No Match,,,"1-Phenyl-2,4,5-trioxoimidazolidine",C9H6N2O3,65.8781992296527,"L-Valine, N-(4-methylbenzoyl)-, butyl ester",C17H25NO3,61.1646723034076
195,17.9029,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.2622198589812,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.2622198589812,"Benzene, 1,2,4,5-tetrakis(1-methylethyl)-",C18H30,85.5044027337038
196,17.8336,"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",C12H16,55.9185136793191,"2,5,6-Trimethylbenzimidazole",C10H12N2,70.2169257173885,"1H-Indene, 2,3-dihydro-1,5,7-trimethyl-",C12H16,55.9172568929704
197,17.7801,"1-(3-Methylbutyl)-2,3,5-trimethylbenzene",C14H22,58.9065175582772,"Ethaneperoxoic acid, 1-cyano-4,4-dimethyl-1-phenylpentyl ester",C16H21NO3,65.3179028632753,"Benzene, 1-isopentyl-2,4,5-trimethyl-",C14H22,52.2567878121919
198,17.746,"Benzene, ethylpentamethyl-",C13H20,71.0731313205135,"Naphthalene, 2,2-dimethyl-1-oxa-2-sila-1,2-dihydro-",C10H12OSi,72.0014857133963,"1,3-Benzenediol, o-(4-butylbenzoyl)-o'-isobutoxycarbonyl-",C22H26O5,62.1940739253633
199,17.7262,"Naphthalene, 1,2-dimethyl-",C12H12,87.307240539972,"Naphthalene, 1,2-dimethyl-",C12H12,87.307240539972,"Naphthalene, 2,7-dimethyl-",C12H12,71.182003484085
200,17.7095,No Match,,,Nithiamide,C5H5N3O3S,59.8163883882207,Nithiamide,C5H5N3O3S,51.2696554603945
201,17.6652553019529,"3-[3,4-methylenedioxyphenyl]-3-buten-2-one",C11H10O3,51.820316306442,"3-[3,4-methylenedioxyphenyl]-3-buten-2-one",C11H10O3,51.820316306442,"3-[3,4-methylenedioxyphenyl]-3-buten-2-one",C11H10O3,51.820316306442
202,17.6354,"Decane, 3-ethyl-3-methyl-",C13H28,67.9595995878641,"Sulfurous acid, 2-ethylhexyl hexyl ester",C14H30O3S,69.9881777624397,"Decane, 2,8,8-trimethyl-",C13H28,51.9677370552386
203,17.6247,No Match,,,"Acetamide, 2-(1-benzimidazolyl)-",C9H9N3O,58.8229774454461,"Acetamide, 2-(1-benzimidazolyl)-",C9H9N3O,58.8229774454461
204,17.6104,"Benzene, 1,2,4,5-tetraethyl-",C14H22,60.7928765272344,"1-Phenyl-2,4,5-trioxoimidazolidine",C9H6N2O3,63.653978010499,"Benzeneacetaldehyde, .alpha.-methyl-4-(2-methylpropyl)-",C13H18O,54.2827628513322
205,17.5847,"Naphthalene, 1-ethyl-",C12H12,72.46259724062,"Naphthalene, 1-ethyl-",C12H12,72.46259724062,"Naphthalene, 1-ethyl-",C12H12,65.3746138543874
206,17.5744,"2,2,4,4-Tetramethyloctane",C12H26,60.4755523553393,"2,2,4,4-Tetramethyloctane",C12H26,60.4755523553393,"Phosphoric acid, tris(2-ethylhexyl) ester",C24H51O4P,54.2034444374287
207,17.5662,"Pentane, 3,3-dimethyl-",C7H16,63.4299696202806,"Pentane, 3,3-dimethyl-",C7H16,63.4299696202806,"Butanoic acid, (tetrahydro-2-furanyl)methyl ester",C9H16O3,57.6103199181732
208,17.5561,"Phenol, 2-(2-pentyn-4-yl)-4-methyl-",C12H14O,67.2732585041451,"1H-Benzimidazole, 2-(1,1-dimethylethyl)-",C11H14N2,67.6855537771432,"Butan-1-ol, 2-(1-methyl-2-benzimidazolyl)-1-phenyl-",C18H20N2O,63.7064886492318
209,17.5452,"1H-Indene, 2,3-dihydro-1,1,3-trimethyl-",C12H16,72.1154281582187,"Indene, 1,1-dimethyl-1-sila-",C10H12Si,74.6416038342777,"Benzene, 1,3,5-trimethyl-2-(1-methylethenyl)-",C12H16,62.3012035345151
210,17.523,"Benzene, 1-ethyl-2,4,5-trimethyl-",C11H16,54.8120244930577,"l-Alanine, N-(4-ethylbenzoyl)-, heptyl ester",C19H29NO3,83.257941250142,"D-Alanine, N-(4-ethylbenzoyl)-, nonyl ester",C21H33NO3,54.5926301231079
211,17.516,No Match,,,"1,2-Benzenediol, O-(4-methylbenzoyl)-O'-(2-(trifluoromethyl)benzoyl)-",C22H15F3O4,62.0921316168361,"2-Trifluoromethylbenzoic acid, 2,7-dimethyloct-7-en-5-yn-4-yl ester",C18H19F3O2,50.5275741330416
212,17.5015,"2-Propenoic acid, 3-phenyl-, 3-phenylpropyl ester",C18H18O2,57.9345443614193,"2-Propenoic acid, 3-phenyl-, 3-phenylpropyl ester",C18H18O2,57.9345443614193,"2,4-Disilapentane, 2,4-dimethyl-",C5H16Si2,50.4279986556518
213,17.4507,"Toluene, 4-(1,1-dimethyl-2-propynyloxy)-",C12H14O,68.7836495383549,"Toluene, 4-(1,1-dimethyl-2-propynyloxy)-",C12H14O,68.7836495383549,"Silane, trimethyl(phenylethynyl)-",C11H14Si,61.1113558361148
214,17.4293,Tetradecane,C14H30,85.9142293306818,Tetradecane,C14H30,85.9142293306818,"Dodecane, 4,6-dimethyl-",C14H30,67.6422607097103
215,17.4038,"1,4-Dimethyl-2-cyclopentylbenzene",C13H18,58.947897229227,"1,4-Dimethyl-2-cyclopentylbenzene",C13H18,58.947897229227,"2',4',5'-Trifluoroacetophenone",C8H5F3O,55.057074311594
216,17.3909,"Benzene, 1,3,5-trimethyl-2-(1,2-propadienyl)-",C12H14,82.8814460239975,"Benzene, 1,3,5-trimethyl-2-(1,2-propadienyl)-",C12H14,82.8814460239975,"Benzene, 1,4-bis(1-methylethenyl)-",C12H14,65.1785775410754
217,17.3712,"3,3',5,5'-Tetramethyl-2,2'-bifuryl",C12H14O2,55.1854383079761,"3,3',5,5'-Tetramethyl-2,2'-bifuryl",C12H14O2,55.1854383079761,"Benzamide, 2-acetyl-N-[2-(2,3-dichlorophenoxy)ethyl]-",C17H15Cl2NO3,51.9476880458272
218,17.2987,"Benzene, 2-(2-butenyl)-1,3,5-trimethyl-",C13H18,72.4581915555976,"Benzene, 2-(2-butenyl)-1,3,5-trimethyl-",C13H18,72.4581915555976,"1H-Indene, 1,1,3-trimethyl-",C12H14,51.3287170715707
219,17.2694,"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",C13H18,66.7411625439168,"Phenol, 2-(2-pentyn-4-yl)-4-methyl-",C12H14O,74.9636496456406,"Silane, trimethyl(phenylethynyl)-",C11H14Si,65.2211753578807
